observation_date,Year,CIVPART,Yearly Average,,
2005-04-01,2005,66.1,66.03333333,,
2005-05-01,2005,66.1,66.03333333,,
2005-06-01,2005,66.1,66.03333333,,
2005-07-01,2005,66.1,66.03333333,,
2005-08-01,2005,66.2,66.03333333,,
2005-09-01,2005,66.1,66.03333333,,
2005-10-01,2005,66.1,66.03333333,,
2005-11-01,2005,66.0,66.03333333,,
2005-12-01,2005,66.0,66.03333333,,
2006-01-01,2006,66.0,66.16666667,,
2006-02-01,2006,66.1,66.16666667,,
2006-03-01,2006,66.2,66.16666667,,
2006-04-01,2006,66.1,66.16666667,,
2006-05-01,2006,66.1,66.16666667,,
2006-06-01,2006,66.2,66.16666667,,
2006-07-01,2006,66.1,66.16666667,,
2006-08-01,2006,66.2,66.16666667,,
2006-09-01,2006,66.1,66.16666667,,
2006-10-01,2006,66.2,66.16666667,,
2006-11-01,2006,66.3,66.16666667,,
2006-12-01,2006,66.4,66.16666667,,
2007-01-01,2007,66.4,66.03333333,,
2007-02-01,2007,66.3,66.03333333,,
2007-03-01,2007,66.2,66.03333333,,
2007-04-01,2007,65.9,66.03333333,,
2007-05-01,2007,66.0,66.03333333,,
2007-06-01,2007,66.0,66.03333333,,
2007-07-01,2007,66.0,66.03333333,,
2007-08-01,2007,65.8,66.03333333,,
2007-09-01,2007,66.0,66.03333333,,
2007-10-01,2007,65.8,66.03333333,,
2007-11-01,2007,66.0,66.03333333,,
2007-12-01,2007,66.0,66.03333333,,
2008-01-01,2008,66.2,66.025,,
2008-02-01,2008,66.0,66.025,,
2008-03-01,2008,66.1,66.025,,
2008-04-01,2008,65.9,66.025,,
2008-05-01,2008,66.1,66.025,,
2008-06-01,2008,66.1,66.025,,
2008-07-01,2008,66.1,66.025,,
2008-08-01,2008,66.1,66.025,,
2008-09-01,2008,66.0,66.025,,
2008-10-01,2008,66.0,66.025,,
2008-11-01,2008,65.9,66.025,,
2008-12-01,2008,65.8,66.025,,
2009-01-01,2009,65.7,65.4,,
2009-02-01,2009,65.8,65.4,,
2009-03-01,2009,65.6,65.4,,
2009-04-01,2009,65.7,65.4,,
2009-05-01,2009,65.7,65.4,,
2009-06-01,2009,65.7,65.4,,
2009-07-01,2009,65.5,65.4,,
2009-08-01,2009,65.4,65.4,,
2009-09-01,2009,65.1,65.4,,
2009-10-01,2009,65.0,65.4,,
2009-11-01,2009,65.0,65.4,,
2009-12-01,2009,64.6,65.4,,
2010-01-01,2010,64.8,64.70833333,,
2010-02-01,2010,64.9,64.70833333,,
2010-03-01,2010,64.9,64.70833333,,
2010-04-01,2010,65.2,64.70833333,,
2010-05-01,2010,64.9,64.70833333,,
2010-06-01,2010,64.6,64.70833333,,
2010-07-01,2010,64.6,64.70833333,,
2010-08-01,2010,64.7,64.70833333,,
2010-09-01,2010,64.6,64.70833333,,
2010-10-01,2010,64.4,64.70833333,,
2010-11-01,2010,64.6,64.70833333,,
2010-12-01,2010,64.3,64.70833333,,
2011-01-01,2011,64.2,64.10833333,,
2011-02-01,2011,64.1,64.10833333,,
2011-03-01,2011,64.2,64.10833333,,
2011-04-01,2011,64.2,64.10833333,,
2011-05-01,2011,64.1,64.10833333,,
2011-06-01,2011,64.0,64.10833333,,
2011-07-01,2011,64.0,64.10833333,,
2011-08-01,2011,64.1,64.10833333,,
2011-09-01,2011,64.2,64.10833333,,
2011-10-01,2011,64.1,64.10833333,,
2011-11-01,2011,64.1,64.10833333,,
2011-12-01,2011,64.0,64.10833333,,
2012-01-01,2012,63.7,63.7,,
2012-02-01,2012,63.8,63.7,,
2012-03-01,2012,63.8,63.7,,
2012-04-01,2012,63.7,63.7,,
2012-05-01,2012,63.7,63.7,,
2012-06-01,2012,63.8,63.7,,
2012-07-01,2012,63.7,63.7,,
2012-08-01,2012,63.5,63.7,,
2012-09-01,2012,63.6,63.7,,
2012-10-01,2012,63.8,63.7,,
2012-11-01,2012,63.6,63.7,,
2012-12-01,2012,63.7,63.7,,
2013-01-01,2013,63.7,63.25833333,,
2013-02-01,2013,63.4,63.25833333,,
2013-03-01,2013,63.3,63.25833333,,
2013-04-01,2013,63.4,63.25833333,,
2013-05-01,2013,63.4,63.25833333,,
2013-06-01,2013,63.4,63.25833333,,
2013-07-01,2013,63.3,63.25833333,,
2013-08-01,2013,63.3,63.25833333,,
2013-09-01,2013,63.2,63.25833333,,
2013-10-01,2013,62.8,63.25833333,,
2013-11-01,2013,63.0,63.25833333,,
2013-12-01,2013,62.9,63.25833333,,
2014-01-01,2014,62.9,62.88333333,,
2014-02-01,2014,62.9,62.88333333,,
2014-03-01,2014,63.1,62.88333333,,
2014-04-01,2014,62.8,62.88333333,,
2014-05-01,2014,62.9,62.88333333,,
2014-06-01,2014,62.8,62.88333333,,
2014-07-01,2014,62.9,62.88333333,,
2014-08-01,2014,62.9,62.88333333,,
2014-09-01,2014,62.8,62.88333333,,
2014-10-01,2014,62.9,62.88333333,,
2014-11-01,2014,62.9,62.88333333,,
2014-12-01,2014,62.8,62.88333333,,
2015-01-01,2015,62.9,62.65833333,,
2015-02-01,2015,62.7,62.65833333,,
2015-03-01,2015,62.6,62.65833333,,
2015-04-01,2015,62.8,62.65833333,,
2015-05-01,2015,62.9,62.65833333,,
2015-06-01,2015,62.7,62.65833333,,
2015-07-01,2015,62.6,62.65833333,,
2015-08-01,2015,62.6,62.65833333,,
2015-09-01,2015,62.4,62.65833333,,
2015-10-01,2015,62.5,62.65833333,,
2015-11-01,2015,62.5,62.65833333,,
2015-12-01,2015,62.7,62.65833333,,
2016-01-01,2016,62.7,62.8,,
2016-02-01,2016,62.8,62.8,,
2016-03-01,2016,63.0,62.8,,
2016-04-01,2016,62.9,62.8,,
2016-05-01,2016,62.7,62.8,,
2016-06-01,2016,62.7,62.8,,
2016-07-01,2016,62.8,62.8,,
2016-08-01,2016,62.9,62.8,,
2016-09-01,2016,62.9,62.8,,
2016-10-01,2016,62.8,62.8,,
2016-11-01,2016,62.7,62.8,,
2016-12-01,2016,62.7,62.8,,
2017-01-01,2017,62.8,62.85,,
2017-02-01,2017,62.9,62.85,,
2017-03-01,2017,62.9,62.85,,
2017-04-01,2017,63.0,62.85,,
2017-05-01,2017,62.8,62.85,,
2017-06-01,2017,62.8,62.85,,
2017-07-01,2017,62.9,62.85,,
2017-08-01,2017,62.9,62.85,,
2017-09-01,2017,63.1,62.85,,
2017-10-01,2017,62.7,62.85,,
2017-11-01,2017,62.7,62.85,,
2017-12-01,2017,62.7,62.85,,
2018-01-01,2018,62.7,62.88333333,,
2018-02-01,2018,63.0,62.88333333,,
2018-03-01,2018,62.9,62.88333333,,
2018-04-01,2018,62.9,62.88333333,,
2018-05-01,2018,62.9,62.88333333,,
2018-06-01,2018,63.0,62.88333333,,
2018-07-01,2018,63.0,62.88333333,,
2018-08-01,2018,62.6,62.88333333,,
2018-09-01,2018,62.8,62.88333333,,
2018-10-01,2018,62.9,62.88333333,,
2018-11-01,2018,62.9,62.88333333,,
2018-12-01,2018,63.0,62.88333333,,
2019-01-01,2019,63.1,63.10833333,,
2019-02-01,2019,63.1,63.10833333,,
2019-03-01,2019,63.0,63.10833333,,
2019-04-01,2019,62.9,63.10833333,,
2019-05-01,2019,62.9,63.10833333,,
2019-06-01,2019,63.0,63.10833333,,
2019-07-01,2019,63.1,63.10833333,,
2019-08-01,2019,63.1,63.10833333,,
2019-09-01,2019,63.2,63.10833333,,
2019-10-01,2019,63.3,63.10833333,,
2019-11-01,2019,63.3,63.10833333,,
2019-12-01,2019,63.3,63.10833333,,
2020-01-01,2020,63.3,61.74166667,,
2020-02-01,2020,63.3,61.74166667,,
2020-03-01,2020,62.6,61.74166667,,
2020-04-01,2020,60.1,61.74166667,,
2020-05-01,2020,60.8,61.74166667,,
2020-06-01,2020,61.5,61.74166667,,
2020-07-01,2020,61.5,61.74166667,,
2020-08-01,2020,61.7,61.74166667,,
2020-09-01,2020,61.4,61.74166667,,
2020-10-01,2020,61.7,61.74166667,,
2020-11-01,2020,61.5,61.74166667,,
2020-12-01,2020,61.5,61.74166667,,
2021-01-01,2021,61.3,61.65833333,,
2021-02-01,2021,61.4,61.65833333,,
2021-03-01,2021,61.5,61.65833333,,
2021-04-01,2021,61.6,61.65833333,,
2021-05-01,2021,61.5,61.65833333,,
2021-06-01,2021,61.7,61.65833333,,
2021-07-01,2021,61.8,61.65833333,,
2021-08-01,2021,61.7,61.65833333,,
2021-09-01,2021,61.7,61.65833333,,
2021-10-01,2021,61.8,61.65833333,,
2021-11-01,2021,61.9,61.65833333,,
2021-12-01,2021,62.0,61.65833333,,
2022-01-01,2022,62.2,62.24166667,,
2022-02-01,2022,62.2,62.24166667,,
2022-03-01,2022,62.4,62.24166667,,
2022-04-01,2022,62.2,62.24166667,,
2022-05-01,2022,62.3,62.24166667,,
2022-06-01,2022,62.2,62.24166667,,
2022-07-01,2022,62.1,62.24166667,,
2022-08-01,2022,62.3,62.24166667,,
2022-09-01,2022,62.3,62.24166667,,
2022-10-01,2022,62.2,62.24166667,,
2022-11-01,2022,62.2,62.24166667,,
2022-12-01,2022,62.3,62.24166667,,
2023-01-01,2023,62.4,62.4,,
